"year","month","day","weight","flag","station","co2"
1987,07,11,7,0,MLO,349.80
1987,07,18,3,0,MLO,348.80
1987,07,25,5,0,MLO,349.50
1987,08,01,4,0,MLO,349.00
1987,08,08,2,0,MLO,348.10
1987,08,15,3,0,MLO,348.60
1987,08,22,5,0,MLO,348.00
1987,08,29,5,0,MLO,346.70
1987,09,05,4,0,MLO,347.00
1987,09,12,6,0,MLO,346.60
1987,09,19,6,0,MLO,346.20
1987,09,26,3,0,MLO,345.80
1987,10,03,4,0,MLO,345.70
1987,10,10,5,0,MLO,346.30
1987,10,17,5,0,MLO,346.50
1987,10,24,7,0,MLO,346.80
1987,10,31,6,0,MLO,346.90
1987,11,07,4,0,MLO,347.30
1987,11,14,7,0,MLO,347.60
1987,11,21,3,0,MLO,348.10
1987,11,28,3,0,MLO,348.70
1987,12,05,5,0,MLO,348.60
1987,12,12,5,0,MLO,348.80
1987,12,19,5,0,MLO,349.10
1987,12,26,5,0,MLO,349.20
1988,01,02,6,0,MLO,349.70
1988,01,09,7,0,MLO,350.20
1988,01,16,5,0,MLO,350.20
1988,01,23,5,0,MLO,350.70
1988,01,30,5,0,MLO,351.20
1988,02,06,4,0,MLO,351.80
1988,02,13,7,0,MLO,351.30
1988,02,20,6,0,MLO,351.50
1988,02,27,7,0,MLO,352.50
1988,03,05,6,0,MLO,352.80
1988,03,12,7,0,MLO,351.80
1988,03,19,4,0,MLO,351.70
1988,03,26,5,0,MLO,352.20
1988,04,02,6,0,MLO,353.10
1988,04,09,7,0,MLO,353.50
1988,04,16,7,0,MLO,353.10
1988,04,23,5,0,MLO,354.00
1988,04,30,4,0,MLO,354.20
1988,05,07,7,0,MLO,353.70
1988,05,14,5,0,MLO,354.30
1988,05,21,6,0,MLO,354.50
1988,05,28,6,0,MLO,354.20
1988,06,04,5,0,MLO,354.10
1988,06,11,6,0,MLO,354.20
1988,06,18,6,0,MLO,353.60
1988,06,25,7,0,MLO,353.10
1988,07,02,4,0,MLO,353.00
1988,07,09,4,0,MLO,352.50
1988,07,16,4,0,MLO,352.60
1988,07,23,5,0,MLO,351.90
1988,07,30,3,0,MLO,351.10
1988,08,06,5,0,MLO,350.90
1988,08,13,3,0,MLO,350.30
1988,08,20,4,0,MLO,350.40
1988,08,27,6,0,MLO,349.60
1988,09,03,5,0,MLO,349.30
1988,09,10,5,0,MLO,348.70
1988,09,17,5,0,MLO,348.90
1988,09,24,4,0,MLO,348.10
1988,10,01,4,0,MLO,348.80
1988,10,08,3,0,MLO,348.80
1988,10,15,7,0,MLO,348.60
1988,10,22,3,0,MLO,349.40
1988,10,29,5,0,MLO,349.20
1988,11,05,7,0,MLO,349.70
1988,11,12,7,0,MLO,349.80
1988,11,19,5,0,MLO,350.10
1988,11,26,7,0,MLO,350.40
1988,12,03,5,0,MLO,350.50
1988,12,10,5,0,MLO,351.00
1988,12,17,4,0,MLO,351.60
1988,12,24,6,0,MLO,351.30
1988,12,31,7,0,MLO,352.40
1989,01,07,7,0,MLO,352.70
1989,01,14,6,0,MLO,352.90
1989,01,21,7,0,MLO,352.50
1989,01,28,7,0,MLO,353.00
1989,02,04,5,0,MLO,352.80
1989,02,11,5,0,MLO,352.60
1989,02,18,6,0,MLO,353.20
1989,02,25,7,0,MLO,353.40
1989,03,04,7,0,MLO,353.10
1989,03,11,6,0,MLO,353.40
1989,03,18,6,0,MLO,353.50
1989,03,25,7,0,MLO,354.40
1989,04,01,7,0,MLO,354.50
1989,04,08,7,0,MLO,355.00
1989,04,15,4,0,MLO,355.40
1989,04,22,7,0,MLO,356.00
1989,04,29,6,0,MLO,355.90
1989,05,06,6,0,MLO,355.30
1989,05,13,5,0,MLO,355.80
1989,05,20,6,0,MLO,355.60
1989,05,27,4,0,MLO,355.70
1989,06,03,6,0,MLO,355.80
1989,06,10,6,0,MLO,355.00
1989,06,17,7,0,MLO,354.80
1989,06,24,5,0,MLO,354.90
1989,07,01,6,0,MLO,354.50
1989,07,08,4,0,MLO,354.70
1989,07,15,7,0,MLO,353.80
1989,07,22,6,0,MLO,353.10
1989,07,29,6,0,MLO,353.20
1989,08,05,6,0,MLO,352.60
1989,08,12,6,0,MLO,352.20
1989,08,19,5,0,MLO,351.10
1989,08,26,5,0,MLO,350.40
1989,09,02,7,0,MLO,350.70
1989,09,09,5,0,MLO,350.20
1989,09,16,6,0,MLO,349.40
1989,09,23,7,0,MLO,349.30
1989,09,30,1,0,MLO,349.70
1989,10,07,6,0,MLO,349.90
1989,10,14,6,0,MLO,349.70
1989,10,21,6,0,MLO,350.20
1989,10,28,7,0,MLO,350.40
1989,11,04,7,0,MLO,350.60
1989,11,11,6,0,MLO,351.20
1989,11,18,7,0,MLO,351.60
1989,11,25,5,0,MLO,351.40
1989,12,02,6,0,MLO,352.00
1989,12,09,4,0,MLO,352.10
1989,12,16,6,0,MLO,352.40
1989,12,23,5,0,MLO,352.50
1989,12,30,4,0,MLO,353.40
1990,01,06,7,0,MLO,353.40
1990,01,13,7,0,MLO,353.50
1990,01,20,7,0,MLO,353.80
1990,01,27,7,0,MLO,353.90
1990,02,03,7,0,MLO,354.10
1990,02,10,5,0,MLO,355.00
1990,02,17,7,0,MLO,354.80
1990,02,24,7,0,MLO,354.70
1990,03,03,3,0,MLO,355.70
1990,03,10,5,0,MLO,354.90
1990,03,17,7,0,MLO,355.80
1990,03,24,6,0,MLO,355.10
1990,03,31,6,0,MLO,355.90
1990,04,07,7,0,MLO,356.10
1990,04,14,7,0,MLO,355.90
1990,04,21,6,0,MLO,356.60
1990,04,28,4,0,MLO,356.10
1990,05,05,5,0,MLO,357.30
1990,05,12,5,0,MLO,357.00
1990,05,19,7,0,MLO,356.90
1990,05,26,6,0,MLO,357.10
1990,06,02,6,0,MLO,357.00
1990,06,09,7,0,MLO,356.60
1990,06,16,5,0,MLO,355.60
1990,06,23,7,0,MLO,355.50
1990,06,30,7,0,MLO,355.70
1990,07,07,7,0,MLO,355.50
1990,07,14,7,0,MLO,354.00
1990,07,21,6,0,MLO,354.50
1990,07,28,5,0,MLO,354.70
1990,08,04,5,0,MLO,353.50
1990,08,11,5,0,MLO,353.20
1990,08,18,7,0,MLO,352.90
1990,08,25,5,0,MLO,352.00
1990,09,01,4,0,MLO,350.90
1990,09,08,3,0,MLO,350.70
1990,09,15,6,0,MLO,351.30
1990,09,22,6,0,MLO,350.90
1990,09,29,3,0,MLO,350.90
1990,10,06,2,0,MLO,351.10
1990,10,13,7,0,MLO,351.00
1990,10,20,4,0,MLO,351.40
1990,10,27,3,0,MLO,351.40
1990,11,03,5,0,MLO,352.10
1990,11,10,7,0,MLO,352.60
1990,11,17,6,0,MLO,353.00
1990,11,24,5,0,MLO,353.10
1990,12,01,7,0,MLO,353.60
1990,12,08,6,0,MLO,354.00
1990,12,15,6,0,MLO,353.80
1990,12,22,7,0,MLO,354.50
1990,12,29,6,0,MLO,354.80
1991,01,05,7,0,MLO,354.20
1991,01,12,7,0,MLO,354.70
1991,01,19,6,0,MLO,354.80
1991,01,26,7,0,MLO,355.00
1991,02,02,7,0,MLO,355.20
1991,02,09,6,0,MLO,355.20
1991,02,16,7,0,MLO,356.40
1991,02,23,6,0,MLO,355.80
1991,03,02,7,0,MLO,356.40
1991,03,09,7,0,MLO,357.20
1991,03,16,6,0,MLO,357.60
1991,03,23,7,0,MLO,356.90
1991,03,30,5,0,MLO,357.90
1991,04,06,7,0,MLO,358.30
1991,04,13,7,0,MLO,357.80
1991,04,20,6,0,MLO,359.10
1991,04,27,7,0,MLO,359.20
1991,05,04,7,0,MLO,359.10
1991,05,11,7,0,MLO,358.90
1991,05,18,7,0,MLO,360.00
1991,05,25,7,0,MLO,359.00
1991,06,01,7,0,MLO,358.50
1991,06,08,6,0,MLO,358.40
1991,06,15,6,0,MLO,358.20
1991,06,22,5,0,MLO,358.10
1991,06,29,5,0,MLO,357.70
1991,07,06,6,0,MLO,357.20
1991,07,13,5,0,MLO,356.50
1991,07,20,7,0,MLO,355.20
1991,07,27,5,0,MLO,355.30
1991,08,03,4,0,MLO,354.80
1991,08,10,5,0,MLO,354.60
1991,08,17,5,0,MLO,353.70
1991,08,24,7,0,MLO,353.00
1991,08,31,6,0,MLO,353.20
1991,09,07,4,0,MLO,353.00
1991,09,14,7,0,MLO,352.10
1991,09,21,6,0,MLO,351.80
1991,09,28,5,0,MLO,351.60
1991,10,05,7,0,MLO,351.70
1991,10,12,6,0,MLO,352.10
1991,10,19,6,0,MLO,352.50
1991,10,26,7,0,MLO,352.70
1991,11,02,6,0,MLO,353.40
1991,11,09,7,0,MLO,353.70
1991,11,16,7,0,MLO,353.50
1991,11,23,7,0,MLO,353.80
1991,11,30,7,0,MLO,354.30
1991,12,07,4,0,MLO,354.50
1991,12,14,7,0,MLO,354.90
1991,12,21,6,0,MLO,355.20
1991,12,28,6,0,MLO,355.50
1992,01,04,6,0,MLO,355.60
1992,01,11,7,0,MLO,356.00
1992,01,18,4,0,MLO,356.10
1992,01,25,7,0,MLO,355.90
1992,02,01,5,0,MLO,356.00
1992,02,08,7,0,MLO,356.70
1992,02,15,6,0,MLO,357.30
1992,02,22,4,0,MLO,356.90
1992,02,29,7,0,MLO,356.50
1992,03,07,7,0,MLO,357.30
1992,03,14,5,0,MLO,357.80
1992,03,21,6,0,MLO,358.10
1992,03,28,6,0,MLO,358.40
1992,04,04,7,0,MLO,358.50
1992,04,11,5,0,MLO,358.90
1992,04,18,5,0,MLO,359.70
1992,04,25,6,0,MLO,359.20
1992,05,02,7,0,MLO,359.60
1992,05,09,7,0,MLO,359.70
1992,05,16,7,0,MLO,358.60
1992,05,23,7,0,MLO,359.60
1992,05,30,7,0,MLO,360.20
1992,06,06,7,0,MLO,360.00
1992,06,13,4,0,MLO,359.40
1992,06,20,7,0,MLO,358.70
1992,06,27,7,0,MLO,358.40
1992,07,04,5,0,MLO,358.40
1992,07,11,5,0,MLO,357.20
1992,07,18,5,0,MLO,356.30
1992,07,25,5,0,MLO,356.10
1992,08,01,2,0,MLO,354.90
1992,08,08,6,0,MLO,355.30
1992,08,15,6,0,MLO,355.30
1992,08,22,4,0,MLO,354.50
1992,08,29,3,0,MLO,354.30
1992,09,05,5,0,MLO,353.50
1992,09,12,6,0,MLO,353.60
1992,09,19,7,0,MLO,352.30
1992,09,26,7,0,MLO,352.70
1992,10,03,6,0,MLO,353.60
1992,10,10,5,0,MLO,353.30
1992,10,17,7,0,MLO,353.20
1992,10,24,7,0,MLO,353.50
1992,10,31,7,0,MLO,353.50
1992,11,07,7,0,MLO,353.90
1992,11,14,6,0,MLO,353.80
1992,11,21,7,0,MLO,354.50
1992,11,28,7,0,MLO,354.60
1992,12,05,7,0,MLO,354.80
1992,12,12,7,0,MLO,355.30
1992,12,19,7,0,MLO,355.40
1992,12,26,6,0,MLO,355.90
1993,01,02,6,0,MLO,356.20
1993,01,09,5,0,MLO,356.90
1993,01,16,6,0,MLO,356.70
1993,01,23,6,0,MLO,356.60
1993,01,30,7,0,MLO,357.00
1993,02,06,7,0,MLO,356.60
1993,02,13,7,0,MLO,357.20
1993,02,20,7,0,MLO,357.30
1993,02,27,5,0,MLO,357.60
1993,03,06,6,0,MLO,358.30
1993,03,13,5,0,MLO,358.50
1993,03,20,7,0,MLO,358.10
1993,03,27,4,0,MLO,358.80
1993,04,03,7,0,MLO,359.10
1993,04,10,6,0,MLO,358.80
1993,04,17,7,0,MLO,359.40
1993,04,24,7,0,MLO,360.00
1993,05,01,6,0,MLO,359.60
1993,05,08,7,0,MLO,359.70
1993,05,15,6,0,MLO,360.70
1993,05,22,6,0,MLO,360.60
1993,05,29,7,0,MLO,360.30
1993,06,05,7,0,MLO,359.70
1993,06,12,7,0,MLO,359.90
1993,06,19,7,0,MLO,359.30
1993,06,26,6,0,MLO,359.10
1993,07,03,6,0,MLO,357.90
1993,07,10,7,0,MLO,358.00
1993,07,17,4,0,MLO,358.10
1993,07,24,5,0,MLO,356.60
1993,07,31,5,0,MLO,356.50
1993,08,07,6,0,MLO,355.80
1993,08,14,5,0,MLO,355.90
1993,08,21,4,0,MLO,354.90
1993,08,28,4,0,MLO,354.70
1993,09,04,1,0,MLO,354.30
1993,09,11,6,0,MLO,353.20
1993,09,18,6,0,MLO,353.80
1993,09,25,6,0,MLO,353.80
1993,10,02,5,0,MLO,353.80
1993,10,09,6,0,MLO,353.80
1993,10,16,6,0,MLO,354.00
1993,10,23,6,0,MLO,354.40
1993,10,30,7,0,MLO,354.30
1993,11,06,6,0,MLO,354.70
1993,11,13,7,0,MLO,355.10
1993,11,20,7,0,MLO,355.60
1993,11,27,7,0,MLO,356.00
1993,12,04,6,0,MLO,356.20
1993,12,11,7,0,MLO,356.50
1993,12,18,7,0,MLO,356.90
1993,12,25,2,0,MLO,357.50
1994,01,01,6,0,MLO,358.10
1994,01,08,6,0,MLO,358.10
1994,01,15,7,0,MLO,358.40
1994,01,22,7,0,MLO,358.30
1994,01,29,7,0,MLO,358.70
1994,02,05,5,0,MLO,358.40
1994,02,12,6,0,MLO,358.60
1994,02,19,7,0,MLO,359.00
1994,02,26,5,0,MLO,359.60
1994,03,05,6,0,MLO,358.70
1994,03,12,7,0,MLO,359.80
1994,03,19,7,0,MLO,360.40
1994,03,26,6,0,MLO,360.80
1994,04,02,7,0,MLO,360.60
1994,04,09,7,0,MLO,361.00
1994,04,16,7,0,MLO,361.00
1994,04,23,5,0,MLO,361.30
1994,04,30,6,0,MLO,362.20
1994,05,07,5,0,MLO,361.60
1994,05,14,6,0,MLO,361.40
1994,05,21,2,0,MLO,361.70
1994,05,28,4,0,MLO,361.90
1994,06,04,6,0,MLO,361.00
1994,06,11,6,0,MLO,361.00
1994,06,18,6,0,MLO,360.90
1994,06,25,6,0,MLO,360.70
1994,07,02,6,0,MLO,360.20
1994,07,09,7,0,MLO,359.90
1994,07,16,7,0,MLO,359.40
1994,07,23,7,0,MLO,359.00
1994,07,30,5,0,MLO,358.80
1994,08,06,6,0,MLO,358.10
1994,08,13,1,0,MLO,357.50
1994,08,20,4,0,MLO,357.60
1994,08,27,6,0,MLO,356.30
1994,09,03,7,0,MLO,356.40
1994,09,10,6,0,MLO,356.40
1994,09,17,7,0,MLO,355.40
1994,09,24,7,0,MLO,355.50
1994,10,01,7,0,MLO,355.40
1994,10,08,7,0,MLO,355.80
1994,10,15,7,0,MLO,356.00
1994,10,22,7,0,MLO,356.30
1994,10,29,7,0,MLO,356.60
1994,11,05,7,0,MLO,356.90
1994,11,12,5,0,MLO,357.40
1994,11,19,7,0,MLO,357.90
1994,11,26,7,0,MLO,358.10
1994,12,03,7,0,MLO,358.40
1994,12,10,7,0,MLO,359.10
1994,12,17,7,0,MLO,359.20
1994,12,24,7,0,MLO,359.10
1994,12,31,7,0,MLO,359.50
1995,01,07,4,0,MLO,359.60
1995,01,14,7,0,MLO,360.20
1995,01,21,6,0,MLO,360.10
1995,01,28,7,0,MLO,360.00
1995,02,04,6,0,MLO,360.60
1995,02,11,6,0,MLO,361.00
1995,02,18,7,0,MLO,360.80
1995,02,25,7,0,MLO,361.30
1995,03,04,6,0,MLO,362.20
1995,03,11,7,0,MLO,361.20
1995,03,18,5,0,MLO,360.90
1995,03,25,5,0,MLO,362.00
1995,04,01,7,0,MLO,363.80
1995,04,08,7,0,MLO,363.40
1995,04,15,7,0,MLO,363.30
1995,04,22,7,0,MLO,362.80
1995,04,29,6,0,MLO,363.50
1995,05,06,7,0,MLO,363.20
1995,05,13,7,0,MLO,364.10
1995,05,20,7,0,MLO,364.10
1995,05,27,7,0,MLO,363.40
1995,06,03,6,0,MLO,363.90
1995,06,10,7,0,MLO,363.40
1995,06,17,6,0,MLO,362.90
1995,06,24,7,0,MLO,362.80
1995,07,01,6,0,MLO,362.50
1995,07,08,5,0,MLO,362.20
1995,07,15,6,0,MLO,361.90
1995,07,22,6,0,MLO,361.50
1995,07,29,7,0,MLO,360.90
1995,08,05,7,0,MLO,360.40
1995,08,12,5,0,MLO,359.20
1995,08,19,7,0,MLO,358.70
1995,08,26,6,0,MLO,359.20
1995,09,02,4,0,MLO,357.30
1995,09,09,7,0,MLO,358.50
1995,09,16,6,0,MLO,358.50
1995,09,23,6,0,MLO,358.20
1995,09,30,7,0,MLO,357.50
1995,10,07,7,0,MLO,357.60
1995,10,14,7,0,MLO,357.60
1995,10,21,7,0,MLO,358.00
1995,10,28,6,0,MLO,358.20
1995,11,04,6,0,MLO,359.10
1995,11,11,6,0,MLO,359.40
1995,11,18,7,0,MLO,359.60
1995,11,25,7,0,MLO,359.80
1995,12,02,7,0,MLO,360.10
1995,12,09,7,0,MLO,360.40
1995,12,16,7,0,MLO,360.50
1995,12,23,6,0,MLO,360.80
1995,12,30,5,0,MLO,361.70
1996,01,06,7,0,MLO,361.80
1996,01,13,7,0,MLO,362.00
1996,01,20,7,0,MLO,362.10
1996,01,27,4,0,MLO,362.20
1996,02,03,7,0,MLO,362.60
1996,02,10,7,0,MLO,363.10
1996,02,17,7,0,MLO,363.00
1996,02,24,7,0,MLO,364.00
1996,03,02,6,0,MLO,363.80
1996,03,09,7,0,MLO,363.60
1996,03,16,7,0,MLO,364.10
1996,03,23,6,0,MLO,364.50
1996,03,30,7,0,MLO,364.30
1996,04,06,7,0,MLO,364.50
1996,04,13,7,0,MLO,364.80
1996,04,20,7,0,MLO,364.40
1996,04,27,7,0,MLO,365.10
1996,05,04,7,0,MLO,364.90
1996,05,11,6,0,MLO,365.30
1996,05,18,7,0,MLO,365.70
1996,05,25,7,0,MLO,365.40
1996,06,01,7,0,MLO,364.80
1996,06,08,5,0,MLO,365.10
1996,06,15,7,0,MLO,365.20
1996,06,22,7,0,MLO,365.00
1996,06,29,7,0,MLO,364.30
1996,07,06,7,0,MLO,364.10
1996,07,13,7,0,MLO,363.70
1996,07,20,7,0,MLO,363.30
1996,07,27,7,0,MLO,362.80
1996,08,03,7,0,MLO,361.70
1996,08,10,6,0,MLO,362.10
1996,08,17,7,0,MLO,361.20
1996,08,24,7,0,MLO,360.80
1996,08,31,7,0,MLO,360.80
1996,09,07,4,0,MLO,359.80
1996,09,14,6,0,MLO,359.80
1996,09,21,7,0,MLO,359.00
1996,09,28,6,0,MLO,359.00
1996,10,05,7,0,MLO,359.40
1996,10,12,5,0,MLO,359.50
1996,10,19,4,0,MLO,359.80
1996,10,26,6,0,MLO,359.80
1996,11,02,4,0,MLO,359.90
1996,11,09,7,0,MLO,360.50
1996,11,16,5,0,MLO,360.70
1996,11,23,7,0,MLO,361.20
1996,11,30,4,0,MLO,361.40
1996,12,07,6,0,MLO,361.90
1996,12,14,5,0,MLO,362.60
1996,12,21,7,0,MLO,362.40
1996,12,28,7,0,MLO,362.60
1997,01,04,7,0,MLO,362.90
1997,01,11,7,0,MLO,363.00
1997,01,18,5,0,MLO,363.10
1997,01,25,7,0,MLO,363.50
1997,02,01,7,0,MLO,363.20
1997,02,08,6,0,MLO,364.10
1997,02,15,6,0,MLO,364.00
1997,02,22,5,0,MLO,364.20
1997,03,01,4,0,MLO,364.50
1997,03,08,4,0,MLO,364.10
1997,03,15,7,0,MLO,364.10
1997,03,22,6,0,MLO,364.70
1997,03,29,7,0,MLO,365.40
1997,04,05,7,0,MLO,365.80
1997,04,12,6,0,MLO,366.20
1997,04,19,3,0,MLO,366.60
1997,04,26,6,0,MLO,366.70
1997,05,03,7,0,MLO,366.70
1997,05,10,7,0,MLO,366.80
1997,05,17,7,0,MLO,367.00
1997,05,24,6,0,MLO,366.60
1997,05,31,6,0,MLO,366.30
1997,06,07,7,0,MLO,365.70
1997,06,14,5,0,MLO,365.60
1997,06,21,7,0,MLO,365.50
1997,06,28,6,0,MLO,365.10
1997,07,05,7,0,MLO,365.00
1997,07,12,7,0,MLO,364.60
1997,07,19,6,0,MLO,364.10
1997,07,26,7,0,MLO,363.80
1997,08,02,5,0,MLO,363.30
1997,08,09,4,0,MLO,363.30
1997,08,16,4,0,MLO,362.60
1997,08,23,7,0,MLO,361.50
1997,08,30,6,0,MLO,361.60
1997,09,06,7,0,MLO,360.60
1997,09,13,7,0,MLO,360.20
1997,09,20,7,0,MLO,360.00
1997,09,27,7,0,MLO,359.80
1997,10,04,7,0,MLO,360.50
1997,10,11,7,0,MLO,360.40
1997,10,18,7,0,MLO,361.00
1997,10,25,6,0,MLO,361.10
1997,11,01,7,0,MLO,361.70
1997,11,08,7,0,MLO,362.10
1997,11,15,7,0,MLO,362.00
1997,11,22,6,0,MLO,362.60
1997,11,29,7,0,MLO,363.50
1997,12,06,7,0,MLO,363.90
1997,12,13,6,0,MLO,363.90
1997,12,20,7,0,MLO,364.20
1997,12,27,7,0,MLO,365.00
1998,01,03,6,0,MLO,365.20
1998,01,10,7,0,MLO,365.30
1998,01,17,7,0,MLO,365.30
1998,01,24,7,0,MLO,365.30
1998,01,31,7,0,MLO,365.60
1998,02,07,7,0,MLO,366.00
1998,02,14,7,0,MLO,365.50
1998,02,21,3,0,MLO,366.00
1998,02,28,5,0,MLO,367.30
1998,03,07,7,0,MLO,367.00
1998,03,14,7,0,MLO,366.60
1998,03,21,7,0,MLO,367.40
1998,03,28,7,0,MLO,368.50
1998,04,04,7,0,MLO,368.60
1998,04,11,6,0,MLO,368.60
1998,04,18,7,0,MLO,368.00
1998,04,25,7,0,MLO,368.90
1998,05,02,6,0,MLO,369.10
1998,05,09,4,0,MLO,368.80
1998,05,16,6,0,MLO,368.50
1998,05,23,7,0,MLO,369.60
1998,05,30,7,0,MLO,369.70
1998,06,06,6,0,MLO,369.40
1998,06,13,7,0,MLO,368.80
1998,06,20,6,0,MLO,368.50
1998,06,27,6,0,MLO,368.30
1998,07,04,6,0,MLO,368.00
1998,07,11,7,0,MLO,367.50
1998,07,18,5,0,MLO,367.60
1998,07,25,7,0,MLO,367.30
1998,08,01,7,0,MLO,366.80
1998,08,08,6,0,MLO,366.40
1998,08,15,6,0,MLO,365.60
1998,08,22,3,0,MLO,365.60
1998,08,29,4,0,MLO,364.20
1998,09,05,7,0,MLO,364.70
1998,09,12,7,0,MLO,363.90
1998,09,19,7,0,MLO,363.50
1998,09,26,7,0,MLO,363.60
1998,10,03,7,0,MLO,364.00
1998,10,10,7,0,MLO,364.10
1998,10,17,7,0,MLO,364.40
1998,10,24,7,0,MLO,364.40
1998,10,31,6,0,MLO,364.70
1998,11,07,7,0,MLO,365.00
1998,11,14,7,0,MLO,365.40
1998,11,21,7,0,MLO,365.80
1998,11,28,7,0,MLO,366.00
1998,12,05,7,0,MLO,366.40
1998,12,12,6,0,MLO,366.70
1998,12,19,7,0,MLO,367.30
1998,12,26,7,0,MLO,367.30
1999,01,02,7,0,MLO,367.50
1999,01,09,7,0,MLO,367.80
1999,01,16,7,0,MLO,367.80
1999,01,23,7,0,MLO,368.30
1999,01,30,7,0,MLO,369.20
1999,02,06,7,0,MLO,369.10
1999,02,13,7,0,MLO,368.80
1999,02,20,7,0,MLO,369.00
1999,02,27,7,0,MLO,368.50
1999,03,06,7,0,MLO,368.10
1999,03,13,7,0,MLO,369.50
1999,03,20,7,0,MLO,370.20
1999,03,27,7,0,MLO,370.60
1999,04,03,7,0,MLO,371.10
1999,04,10,7,0,MLO,371.50
1999,04,17,7,0,MLO,371.00
1999,04,24,6,0,MLO,370.30
1999,05,01,6,0,MLO,370.80
1999,05,08,7,0,MLO,371.30
1999,05,15,6,0,MLO,371.00
1999,05,22,4,0,MLO,370.80
1999,05,29,6,0,MLO,370.30
1999,06,05,6,0,MLO,370.90
1999,06,12,7,0,MLO,370.30
1999,06,19,7,0,MLO,369.90
1999,06,26,7,0,MLO,369.90
1999,07,03,5,0,MLO,369.40
1999,07,10,7,0,MLO,370.10
1999,07,17,7,0,MLO,369.50
1999,07,24,6,0,MLO,368.60
1999,07,31,6,0,MLO,367.40
1999,08,07,7,0,MLO,367.60
1999,08,14,6,0,MLO,366.70
1999,08,21,7,0,MLO,366.40
1999,08,28,7,0,MLO,366.10
1999,09,04,7,0,MLO,364.10
1999,09,11,7,0,MLO,364.70
1999,09,18,6,0,MLO,365.20
1999,09,25,7,0,MLO,364.70
1999,10,02,7,0,MLO,364.50
1999,10,09,6,0,MLO,365.00
1999,10,16,7,0,MLO,364.90
1999,10,23,7,0,MLO,365.60
1999,10,30,7,0,MLO,365.70
1999,11,06,7,0,MLO,366.20
1999,11,13,7,0,MLO,366.70
1999,11,20,5,0,MLO,366.60
1999,11,27,7,0,MLO,367.10
1999,12,04,7,0,MLO,367.40
1999,12,11,7,0,MLO,368.00
1999,12,18,7,0,MLO,368.00
1999,12,25,7,0,MLO,368.20
2000,01,01,7,0,MLO,368.60
2000,01,08,7,0,MLO,368.50
2000,01,15,6,0,MLO,369.00
2000,01,22,5,0,MLO,369.80
2000,01,29,6,0,MLO,369.20
2000,02,05,5,0,MLO,369.10
2000,02,12,7,0,MLO,369.60
2000,02,19,7,0,MLO,369.30
2000,02,26,7,0,MLO,369.50
2000,03,04,6,0,MLO,370.00
2000,03,11,7,0,MLO,370.00
2000,03,18,7,0,MLO,370.90
2000,03,25,7,0,MLO,370.70
2000,04,01,7,0,MLO,370.90
2000,04,08,6,0,MLO,371.70
2000,04,15,6,0,MLO,371.80
2000,04,22,7,0,MLO,372.00
2000,04,29,7,0,MLO,371.30
2000,05,06,7,0,MLO,371.20
2000,05,13,7,0,MLO,371.70
2000,05,20,7,0,MLO,371.90
2000,05,27,7,0,MLO,371.80
2000,06,03,6,0,MLO,371.90
2000,06,10,7,0,MLO,371.60
2000,06,17,7,0,MLO,371.70
2000,06,24,4,0,MLO,371.30
2000,07,01,7,0,MLO,370.80
2000,07,08,6,0,MLO,370.00
2000,07,15,7,0,MLO,370.20
2000,07,22,7,0,MLO,369.70
2000,07,29,6,0,MLO,369.00
2000,08,05,6,0,MLO,368.70
2000,08,12,7,0,MLO,368.30
2000,08,19,5,0,MLO,367.70
2000,08,26,6,0,MLO,367.10
2000,09,02,7,0,MLO,367.20
2000,09,09,4,0,MLO,366.70
2000,09,16,4,0,MLO,366.20
2000,09,23,7,0,MLO,366.20
2000,09,30,7,0,MLO,366.40
2000,10,07,7,0,MLO,366.30
2000,10,14,7,0,MLO,366.60
2000,10,21,7,0,MLO,366.70
2000,10,28,7,0,MLO,367.30
2000,11,04,6,0,MLO,367.60
2000,11,11,7,0,MLO,368.00
2000,11,18,7,0,MLO,368.60
2000,11,25,7,0,MLO,368.30
2000,12,02,5,0,MLO,369.00
2000,12,09,6,0,MLO,369.60
2000,12,16,6,0,MLO,369.30
2000,12,23,7,0,MLO,369.50
2000,12,30,7,0,MLO,369.80
2001,01,06,6,0,MLO,369.80
2001,01,13,4,0,MLO,370.20
2001,01,20,7,0,MLO,369.90
2001,01,27,7,0,MLO,370.80
2001,02,03,6,0,MLO,371.30
2001,02,10,7,0,MLO,371.10
2001,02,17,7,0,MLO,371.70
2001,02,24,7,0,MLO,371.20
2001,03,03,6,0,MLO,372.20
2001,03,10,7,0,MLO,372.20
2001,03,17,6,0,MLO,372.10
2001,03,24,6,0,MLO,371.80
2001,03,31,6,0,MLO,372.00
2001,04,07,7,0,MLO,372.70
2001,04,14,7,0,MLO,372.70
2001,04,21,7,0,MLO,373.00
2001,04,28,7,0,MLO,372.70
2001,05,05,5,0,MLO,373.70
2001,05,12,7,0,MLO,373.90
2001,05,19,5,0,MLO,373.70
2001,05,26,7,0,MLO,373.90
2001,06,02,6,0,MLO,373.80
2001,06,09,7,0,MLO,373.10
2001,06,16,7,0,MLO,372.80
2001,06,23,7,0,MLO,372.90
2001,06,30,6,0,MLO,372.70
2001,07,07,4,0,MLO,372.10
2001,07,14,7,0,MLO,371.30
2001,07,21,4,0,MLO,371.20
2001,07,28,6,0,MLO,370.60
2001,08,04,6,0,MLO,369.90
